region,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
oregon,15531,no,basic,bachelor,2/9/11,employed,m,95340,urban,married,198,5,84,2,3,personal auto,personal l2,offer3,web,808,luxury suv,medsize
arizona,3837,no,extended,college,1/13/11,employed,m,21880,urban,married,97,29,37,0,1,special auto,special l2,offer1,branch,424,four-door car,medsize
arizona,7705,no,basic,bachelor,2/26/11,employed,m,25290,suburban,single,66,0,4,0,2,personal auto,personal l1,offer3,call center,382,four-door car,medsize
washington,3768,no,extended,high school or below,1/26/11,employed,m,43412,suburban,married,94,33,38,0,1,personal auto,personal l2,offer4,agent,509,two-door car,medsize
arizona,5457,no,basic,high school or below,2/2/11,employed,m,94731,suburban,married,67,23,65,0,4,personal auto,personal l2,offer2,agent,321,four-door car,medsize
arizona,11315,yes,premium,bachelor,2/16/11,disabled,f,11885,suburban,divorced,101,18,39,0,2,special auto,special l1,offer1,agent,484,four-door car,medsize
oregon,7344,no,premium,high school or below,2/1/11,employed,f,64371,suburban,married,181,4,50,0,1,personal auto,personal l3,offer2,web,868,suv,small
oregon,4023,no,premium,bachelor,1/10/11,employed,m,41833,suburban,married,103,28,43,0,1,personal auto,personal l3,offer2,branch,643,four-door car,medsize
nevada,13197,yes,basic,college,1/27/11,unemployed,f,10204,suburban,single,68,19,2,3,2,personal auto,personal l2,offer1,agent,326,four-door car,large
oregon,6238,no,extended,bachelor,1/4/11,unemployed,f,61889,rural,married,90,25,63,2,7,personal auto,personal l3,offer3,call center,134,four-door car,medsize
california,27666,no,extended,high school or below,2/9/11,employed,f,61886,suburban,divorced,87,3,49,0,2,personal auto,personal l3,offer2,branch,417,two-door car,small
oregon,2707,no,basic,college,1/4/11,employed,f,51455,rural,married,67,16,85,0,1,personal auto,personal l1,offer2,agent,11,four-door car,medsize
washington,4650,yes,basic,college,1/10/11,retired,m,28215,suburban,single,65,15,26,0,3,personal auto,personal l3,offer1,agent,468,two-door car,medsize
arizona,5447,no,basic,college,2/2/11,employed,f,55483,urban,single,70,26,46,0,3,personal auto,personal l1,offer4,web,230,four-door car,medsize
arizona,2848,no,extended,bachelor,2/2/11,unemployed,f,27777,suburban,single,81,26,58,0,1,personal auto,personal l3,offer1,branch,583,four-door car,medsize
california,8986,no,premium,high school or below,1/26/11,employed,m,66267,suburban,married,111,23,95,0,3,personal auto,personal l2,offer3,web,1093,four-door car,small
oregon,2541,no,basic,high school or below,2/22/11,unemployed,f,74589,suburban,single,71,12,37,0,1,personal auto,personal l3,offer4,web,511,four-door car,small
arizona,18690,no,basic,college,2/19/11,unemployed,m,95256,suburban,single,68,6,94,0,2,personal auto,personal l2,offer1,agent,326,four-door car,small
arizona,4428,no,basic,bachelor,2/2/11,medical leave,m,18263,suburban,married,117,1,18,0,1,personal auto,personal l2,offer1,branch,758,suv,medsize
california,2763,no,basic,bachelor,2/24/11,employed,f,56274,suburban,married,69,32,5,0,1,corporate auto,corporate l3,offer1,agent,384,two-door car,medsize
california,2594,no,basic,high school or below,1/23/11,unemployed,m,40978,suburban,married,70,17,47,1,1,corporate auto,corporate l2,offer2,agent,494,four-door car,medsize
arizona,7824,no,basic,bachelor,2/23/11,employed,f,64543,urban,married,65,1,84,0,2,personal auto,personal l3,offer2,call center,200,four-door car,medsize
nevada,7668,no,extended,bachelor,1/26/11,employed,f,92456,suburban,divorced,95,8,3,0,4,special auto,special l3,offer1,branch,456,four-door car,medsize
arizona,8714,yes,basic,college,2/21/11,unemployed,f,85701,suburban,divorced,118,11,64,0,4,personal auto,personal l1,offer1,agent,566,suv,medsize
oregon,5325,yes,basic,high school or below,2/21/11,unemployed,m,82029,suburban,married,73,17,44,0,7,personal auto,personal l3,offer2,call center,496,two-door car,medsize
california,3596,no,extended,college,2/17/11,employed,f,30694,suburban,married,91,22,23,1,1,personal auto,personal l3,offer1,agent,436,four-door car,small
california,2480,no,basic,high school or below,1/28/11,employed,f,29444,suburban,married,63,5,84,0,1,personal auto,personal l3,offer3,call center,302,two-door car,medsize
washington,2248,yes,basic,bachelor,1/29/11,retired,f,24910,suburban,single,63,7,63,1,1,personal auto,personal l1,offer1,branch,347,four-door car,medsize
oregon,9638,no,basic,high school or below,1/8/11,employed,m,35230,rural,married,61,27,2,1,2,personal auto,personal l1,offer1,call center,16,four-door car,medsize
arizona,5375,no,extended,high school or below,2/2/11,unemployed,m,90715,suburban,single,80,13,57,1,4,personal auto,personal l2,offer3,branch,749,four-door car,medsize
nevada,7542,no,basic,college,1/29/11,unemployed,m,68177,suburban,single,111,7,25,0,3,personal auto,personal l2,offer3,branch,1186,suv,medsize
california,30313,no,extended,college,1/22/11,employed,f,67117,urban,single,85,10,38,0,2,personal auto,personal l3,offer4,web,329,two-door car,medsize
california,5979,yes,extended,high school or below,2/7/11,employed,f,57693,suburban,divorced,76,16,56,0,3,personal auto,personal l3,offer2,agent,547,two-door car,medsize
oregon,9472,no,extended,college,1/18/11,unemployed,m,96851,suburban,married,131,4,49,0,9,corporate auto,corporate l2,offer4,agent,628,suv,small
oregon,16301,yes,extended,master,2/17/11,retired,f,19614,suburban,married,85,21,32,0,2,personal auto,personal l2,offer2,agent,574,two-door car,medsize
arizona,5907,no,extended,college,2/28/11,unemployed,f,34798,suburban,married,81,29,47,1,8,personal auto,personal l3,offer4,branch,390,four-door car,medsize
california,30647,no,premium,high school or below,2/20/11,unemployed,f,41772,suburban,single,105,8,29,0,2,personal auto,personal l2,offer1,agent,1212,four-door car,small
arizona,4416,no,basic,bachelor,1/26/11,employed,m,61953,urban,divorced,113,5,63,0,1,personal auto,personal l3,offer3,branch,497,four-door car,small
oregon,5510,no,basic,bachelor,1/10/11,employed,m,61401,rural,married,69,8,77,0,3,personal auto,personal l2,offer1,call center,144,four-door car,medsize
california,4865,no,basic,bachelor,2/19/11,employed,m,21498,suburban,married,63,23,72,0,9,corporate auto,corporate l1,offer2,agent,302,four-door car,medsize
california,12765,no,basic,bachelor,1/23/11,unemployed,f,54275,suburban,single,117,13,47,0,2,personal auto,personal l2,offer2,web,842,suv,medsize
oregon,8657,no,basic,college,1/17/11,employed,m,68727,rural,married,72,15,49,0,2,personal auto,personal l1,offer1,branch,171,four-door car,medsize
washington,9079,no,basic,master,2/14/11,employed,f,20290,suburban,married,113,6,75,0,3,personal auto,personal l2,offer4,agent,766,suv,medsize
nevada,8317,no,basic,college,1/18/11,employed,f,64367,rural,married,104,1,14,0,9,personal auto,personal l2,offer3,call center,96,suv,medsize
oregon,8396,no,basic,bachelor,2/4/11,employed,f,47593,urban,single,72,33,52,0,2,personal auto,personal l1,offer1,call center,344,four-door car,medsize
california,2776,no,extended,high school or below,1/27/11,unemployed,m,74466,suburban,single,77,6,36,0,1,personal auto,personal l3,offer2,branch,554,four-door car,medsize
oregon,5657,no,premium,bachelor,2/1/11,unemployed,f,29315,suburban,married,152,12,89,0,1,personal auto,personal l3,offer1,web,729,suv,small
oregon,6503,yes,extended,high school or below,2/19/11,disabled,f,22081,suburban,married,84,1,9,0,6,special auto,special l3,offer1,agent,451,two-door car,small
california,6674,no,basic,college,1/3/11,unemployed,m,12615,suburban,single,189,12,14,0,1,personal auto,personal l2,offer4,branch,1737,luxury suv,large
washington,4103,no,basic,college,2/3/11,employed,f,82427,suburban,married,102,24,5,0,1,personal auto,personal l3,offer2,agent,489,suv,small
arizona,2759,yes,basic,bachelor,1/3/11,employed,m,92296,suburban,married,69,4,65,0,1,corporate auto,corporate l2,offer2,agent,331,two-door car,medsize
oregon,5645,no,basic,high school or below,1/9/11,employed,f,44162,rural,married,71,27,16,0,7,personal auto,personal l3,offer2,agent,160,two-door car,medsize
washington,4629,no,basic,bachelor,1/10/11,unemployed,m,73208,suburban,single,70,23,32,0,7,personal auto,personal l1,offer2,branch,754,four-door car,large
oregon,5350,no,basic,bachelor,2/1/11,employed,f,41336,urban,divorced,68,33,25,0,5,personal auto,personal l3,offer1,agent,263,four-door car,medsize
arizona,4802,no,basic,high school or below,1/6/11,employed,m,29809,suburban,married,61,13,17,0,9,personal auto,personal l3,offer2,call center,365,four-door car,medsize
california,20215,no,basic,high school or below,2/12/11,employed,f,77058,rural,divorced,63,16,42,0,2,personal auto,personal l1,offer2,branch,119,four-door car,medsize
california,5879,no,basic,high school or below,2/13/11,employed,m,85857,rural,married,73,3,19,0,6,corporate auto,corporate l2,offer4,agent,100,four-door car,medsize
oregon,8092,yes,basic,college,2/5/11,employed,m,50825,urban,married,102,3,46,0,3,personal auto,personal l2,offer1,agent,369,suv,medsize
nevada,13111,no,basic,college,1/31/11,employed,m,67197,rural,single,111,2,9,0,2,special auto,special l2,offer1,agent,147,suv,large
nevada,6516,no,premium,bachelor,2/6/11,unemployed,f,18273,suburban,married,175,12,60,0,1,personal auto,personal l3,offer1,call center,1221,suv,small
oregon,5737,no,basic,college,1/20/11,employed,f,68946,urban,married,71,15,31,0,8,personal auto,personal l1,offer1,call center,309,four-door car,medsize
oregon,2331,no,basic,bachelor,2/22/11,disabled,m,27398,suburban,single,68,4,39,1,1,personal auto,personal l3,offer2,branch,326,four-door car,medsize
oregon,11030,no,extended,college,1/10/11,employed,f,35773,suburban,married,93,25,89,0,2,personal auto,personal l3,offer1,web,446,four-door car,small
california,6552,no,extended,high school or below,1/14/11,employed,m,56188,rural,married,86,20,52,3,3,special auto,special l2,offer2,web,175,four-door car,large
oregon,8679,no,basic,high school or below,2/25/11,employed,f,55842,suburban,married,109,4,26,0,3,personal auto,personal l3,offer2,agent,703,suv,medsize
arizona,2510,no,basic,bachelor,1/3/11,unemployed,m,69224,suburban,single,70,25,30,0,1,personal auto,personal l3,offer1,agent,522,four-door car,small
oregon,17367,no,premium,high school or below,1/5/11,employed,m,66245,rural,married,145,0,58,0,2,personal auto,personal l3,offer2,agent,181,suv,medsize
california,5314,no,basic,master,1/28/11,employed,m,66467,urban,married,66,17,65,0,3,personal auto,personal l2,offer4,web,294,two-door car,medsize
oregon,14708,no,basic,high school or below,2/18/11,employed,m,36670,suburban,single,189,30,44,0,3,corporate auto,corporate l3,offer1,branch,907,luxury car,medsize
california,7434,no,basic,high school or below,2/23/11,employed,m,51408,suburban,married,62,11,92,0,2,personal auto,personal l2,offer1,agent,297,four-door car,large
nevada,4582,no,basic,college,2/13/11,medical leave,m,19065,suburban,married,61,28,29,0,7,personal auto,personal l2,offer4,call center,292,two-door car,medsize
oregon,4661,no,basic,college,2/4/11,unemployed,f,73782,suburban,single,68,0,48,1,5,personal auto,personal l2,offer1,call center,489,four-door car,medsize
oregon,10461,no,premium,college,1/27/11,unemployed,m,27367,suburban,single,155,23,62,0,5,corporate auto,corporate l2,offer1,branch,1116,sports car,medsize
arizona,2722,yes,basic,college,2/2/11,medical leave,f,17576,suburban,married,71,29,70,0,1,personal auto,personal l3,offer2,call center,398,four-door car,medsize
nevada,7857,no,basic,college,1/29/11,unemployed,f,38351,suburban,married,104,12,7,0,3,personal auto,personal l2,offer2,web,499,suv,medsize
oregon,4598,no,basic,college,1/15/11,employed,f,51523,suburban,married,116,11,20,0,1,personal auto,personal l3,offer4,branch,738,suv,medsize
oregon,17435,no,basic,bachelor,1/24/11,employed,f,54105,suburban,married,73,35,15,1,2,personal auto,personal l3,offer2,web,350,two-door car,medsize
washington,2981,no,basic,college,1/17/11,employed,m,80590,rural,married,74,26,3,0,1,corporate auto,corporate l3,offer3,branch,97,four-door car,medsize
oregon,3049,no,extended,high school or below,1/17/11,unemployed,m,83435,suburban,single,90,14,36,0,1,special auto,special l3,offer2,branch,432,four-door car,medsize
california,4506,no,basic,college,1/17/11,unemployed,m,55064,suburban,single,66,0,10,0,9,personal auto,personal l3,offer1,call center,316,four-door car,medsize
california,2722,yes,basic,college,2/2/11,medical leave,f,17576,suburban,married,71,29,70,0,1,corporate auto,corporate l2,offer2,call center,398,four-door car,medsize
oregon,3819,no,premium,high school or below,1/18/11,unemployed,m,91428,suburban,single,111,29,76,0,1,personal auto,personal l2,offer1,branch,799,two-door car,small
arizona,2530,no,basic,college,2/21/11,employed,f,37811,suburban,married,63,25,14,0,1,special auto,special l2,offer4,agent,365,four-door car,medsize
nevada,5147,no,basic,bachelor,2/6/11,employed,f,33171,urban,married,65,27,17,0,3,personal auto,personal l3,offer2,branch,236,four-door car,medsize
oregon,4512,no,extended,high school or below,2/25/11,unemployed,f,85801,suburban,single,125,6,44,0,1,corporate auto,corporate l3,offer1,agent,900,suv,small
california,27420,no,basic,college,2/27/11,unemployed,m,72645,suburban,married,112,23,20,0,2,personal auto,personal l2,offer3,branch,537,suv,medsize
california,6198,no,extended,college,2/18/11,medical leave,m,24053,suburban,divorced,87,33,53,1,7,personal auto,personal l2,offer2,web,624,four-door car,medsize
oregon,19160,yes,extended,master,2/20/11,employed,f,22705,suburban,divorced,239,19,59,0,7,personal auto,personal l1,offer2,agent,1294,luxury suv,medsize
oregon,9807,no,extended,college,1/18/11,unemployed,f,92607,suburban,married,135,2,48,0,4,personal auto,personal l3,offer1,branch,970,sports car,medsize
california,5012,no,basic,college,1/3/11,employed,m,48328,rural,married,63,22,12,0,7,personal auto,personal l3,offer2,branch,108,two-door car,small
california,4652,no,basic,college,1/5/11,unemployed,f,92936,rural,married,63,21,23,0,7,personal auto,personal l3,offer1,agent,151,four-door car,medsize
arizona,5292,no,basic,college,1/10/11,employed,m,67899,suburban,married,66,5,31,1,6,corporate auto,corporate l3,offer3,agent,316,four-door car,medsize
california,4674,no,premium,high school or below,2/9/11,employed,m,35830,suburban,married,118,4,50,1,1,corporate auto,corporate l2,offer1,agent,597,four-door car,small
oregon,2399,no,basic,master,2/24/11,disabled,m,19112,urban,married,62,4,32,0,1,personal auto,personal l1,offer2,web,259,four-door car,medsize
oregon,7582,yes,basic,college,2/3/11,employed,m,64801,urban,married,64,23,19,0,2,personal auto,personal l2,offer2,web,268,four-door car,medsize
california,2759,yes,basic,bachelor,1/3/11,employed,m,92296,suburban,married,69,4,65,0,1,corporate auto,corporate l1,offer2,agent,331,two-door car,medsize
california,1904,no,basic,bachelor,1/14/11,unemployed,f,93866,suburban,single,63,22,7,3,1,personal auto,personal l1,offer1,agent,302,four-door car,medsize
oregon,9036,no,premium,college,1/7/11,employed,f,89382,suburban,married,112,2,61,0,3,corporate auto,corporate l2,offer1,branch,573,four-door car,small
nevada,38320,no,basic,bachelor,1/10/11,employed,m,45277,suburban,married,191,19,0,0,2,special auto,special l2,offer2,agent,916,luxury suv,medsize
washington,5122,no,basic,high school or below,1/17/11,employed,f,58206,suburban,married,64,2,56,0,3,personal auto,personal l2,offer3,branch,454,four-door car,small
oregon,6907,no,extended,bachelor,1/9/11,employed,f,42790,urban,married,87,10,74,0,3,personal auto,personal l1,offer1,branch,290,two-door car,medsize
california,6089,no,extended,bachelor,1/20/11,medical leave,m,21832,suburban,single,84,29,39,0,3,personal auto,personal l2,offer1,web,403,four-door car,small
oregon,8193,no,basic,college,1/23/11,employed,f,54840,suburban,single,72,18,59,3,2,corporate auto,corporate l3,offer1,branch,468,four-door car,small
california,2544,no,basic,college,2/6/11,employed,m,91169,rural,single,65,5,50,1,1,personal auto,personal l3,offer2,call center,139,two-door car,medsize
